
0.000000 0.000000
0.392699 0.382683
0.785398 0.707107
1.178097 0.923880
1.570796 1.000000
1.963495 0.923880
2.356194 0.707107
2.748894 0.382683
3.141593 0.000000
3.534292 -0.382683
3.926991 -0.707107
4.319690 -0.923880
4.712389 -1.000000
5.105088 -0.923880
5.497787 -0.707107
5.890486 -0.382683
6.283185 -0.000000
6.675884 0.382683
7.068583 0.707107
7.461283 0.923880
7.853982 1.000000
8.246681 0.923880
8.639380 0.707107
9.032079 0.382683
9.424778 0.000000
9.817477 -0.382683
10.210176 -0.707107
10.602875 -0.923880
10.995574 -1.000000
11.388273 -0.923880
11.780972 -0.707107
12.173672 -0.382683
12.566371 -0.000000
12.959070 0.382683
13.351769 0.707107
13.744468 0.923880
14.137167 1.000000
14.529866 0.923880
14.922565 0.707107
15.315264 0.382683
15.707963 0.000000
16.100662 -0.382683
16.493361 -0.707107
16.886060 -0.923880
17.278760 -1.000000
17.671459 -0.923880
18.064158 -0.707107
18.456857 -0.382683
18.849556 -0.000000
19.242255 0.382683
19.634954 0.707107
20.027653 0.923880
20.420352 1.000000
20.813051 0.923880
21.205750 0.707107
21.598449 0.382683
21.991149 0.000000
22.383848 -0.382683
22.776547 -0.707107
23.169246 -0.923880
23.561945 -1.000000
23.954644 -0.923880
24.347343 -0.707107
24.740042 -0.382683
